Student Name,Student ID,Major
Lucas Huff,SID1780,Philosophy
Lisa Freeman,SID1781,Art
Matthew Clark,SID1782,Philosophy
Shaun Garcia,SID1783,Mathematics
Justin Cortez,SID1784,Medicine
Logan Norris,SID1785,Computer Science
Michelle Reynolds,SID1786,Literature
Teresa Chapman,SID1787,Physics
Rachel Chen,SID1788,Computer Science
Teresa Roberts,SID1789,History
Brittany Stone,SID1790,Psychology
Monica Shepard,SID1791,Literature
Eduardo Myers,SID1792,Computer Science
Jerry Rivers,SID1793,Computer Science
Ronnie Santiago,SID1794,Economics
John Mcneil,SID1795,Engineering
Gregory Stout,SID1796,Philosophy
Timothy Schneider,SID1797,Economics
Michael Shepherd,SID1798,Philosophy
Patricia Ferguson,SID1799,Psychology
Mr. David Hall MD,SID1800,Computer Science
Tyler Yoder,SID1801,Psychology
Cynthia Hill,SID1802,History
Sarah Gibson,SID1803,Physics
Derrick Adams,SID1804,History
Lisa Campbell,SID1805,Literature
Chelsea Michael,SID1806,Art
Eddie Roberts,SID1807,Art
Kyle Tyler,SID1808,Biology
Oscar Duran,SID1809,Engineering
Elizabeth Petersen,SID1810,Engineering
Dustin Curtis,SID1811,Psychology
Candace Collins,SID1812,Physics
Kristi Anderson,SID1813,Biology
Gina Herman,SID1814,Physics
Austin Martinez,SID1815,Philosophy
Joshua Warren,SID1816,Medicine
James Werner,SID1817,Biology
Dr. Teresa Hunt MD,SID1818,Mathematics
Michael Ward,SID1819,Philosophy
Alexis Wilkerson,SID1820,Art
Sarah Castillo,SID1821,Psychology
Yolanda Tucker,SID1822,Medicine
Daniel Bates,SID1823,Literature
Danielle Thomas,SID1824,Psychology
Matthew Collins,SID1825,Philosophy
Jacob Allen,SID1826,Art
Connie Cox,SID1827,Physics
Tiffany Wells,SID1828,Computer Science
Daniel Sheppard,SID1829,Medicine
Charles Butler,SID1830,Medicine
Destiny Phillips,SID1831,Mathematics
Kenneth Hicks,SID1832,Economics
Madison Reynolds,SID1833,Engineering
Sarah Miranda,SID1834,History
Billy Adams,SID1835,Computer Science
Hunter Gonzalez,SID1836,History
Roger Wilson,SID1837,History
William Rodriguez,SID1838,Engineering
Kelly Choi,SID1839,Physics
Tiffany Richard,SID1840,Psychology
Philip Caldwell,SID1841,Engineering
Andrew Adams DDS,SID1842,Medicine
Chris Gibson,SID1843,Philosophy
Ashley Singleton,SID1844,Literature
Mark Phillips,SID1845,History
Rachel Sandoval,SID1846,Engineering
Andrea Alexander,SID1847,Mathematics
Victoria Ball,SID1848,Engineering
Jenna Salinas,SID1849,Psychology
Joseph Webb,SID1850,Mathematics
Vanessa Smith,SID1851,History
Brian Robinson,SID1852,History
Jasmine Johnson,SID1853,Philosophy
Andrea Lewis,SID1854,Psychology
Erica Lee,SID1855,Physics
Daniel Evans,SID1856,Medicine
Shawn Torres,SID1857,Biology
Nicole Ramirez,SID1858,Economics
Philip Mcdonald,SID1859,Physics
Kendra Wright,SID1860,Economics
Thomas Patterson,SID1861,Philosophy
Tina Collins,SID1862,Engineering
Amy Rodriguez,SID1863,Medicine
Tina Nelson,SID1864,Psychology
Rebecca Thompson,SID1865,Psychology
Carly Johnson,SID1866,Art
Emily Duncan,SID1867,Mathematics
James Delgado,SID1868,Literature
David Nicholson,SID1869,Philosophy
Bryan Thomas,SID1870,Literature
Cheryl Robinson,SID1871,Mathematics
Meghan Hatfield,SID1872,Engineering
Monica Bates,SID1873,Philosophy
Gabriella Gomez,SID1874,Medicine
Tyler Mendoza,SID1875,Computer Science
Ryan Williams,SID1876,Computer Science
James Taylor,SID1877,Psychology
Kathy Gutierrez,SID1878,Philosophy
Robert Acosta,SID1879,Art
Matthew Brown,SID1880,Engineering
William Mitchell,SID1881,Medicine
Jeffrey Perkins,SID1882,Art
Mrs. Becky White,SID1883,Art
Matthew Reyes,SID1884,Mathematics
Anthony Park PhD,SID1885,Psychology
Catherine Reese,SID1886,Mathematics
Joshua Woods,SID1887,Art
Nicholas Ray,SID1888,Biology
Ashley Rivera,SID1889,Biology
Amber Wise,SID1890,Art
Michael Taylor,SID1891,Physics
Donna Kelly,SID1892,Art
David Stone,SID1893,Medicine
Jenny Cobb,SID1894,Art
Dan Velez,SID1895,Medicine
Christopher Hunt,SID1896,Psychology
Scott Lee,SID1897,Philosophy
Kyle Burns,SID1898,Biology
Ashley Rodriguez,SID1899,Computer Science
Michael Garcia,SID1900,Physics
Samuel Rich,SID1901,Philosophy
Theresa Lynch,SID1902,Psychology
Victor Nunez,SID1903,Psychology
Paul Smith,SID1904,Literature
Jason Collins,SID1905,History
Christopher Leonard,SID1906,Art
William Michael,SID1907,Literature
David Compton,SID1908,Physics
Denise Wood,SID1909,Computer Science
Cody Caldwell,SID1910,History
Mrs. Kristen Patrick,SID1911,Engineering
James Lucas,SID1912,History
Matthew Bond,SID1913,Mathematics
Brian Martin,SID1914,Psychology
Elizabeth Stanton,SID1915,Economics
Ashley Hughes,SID1916,History
Amy Crawford,SID1917,Literature
Grace Daniels,SID1918,Mathematics
Ebony Davis,SID1919,History
Dr. Daniel Rivas,SID1920,Biology
Christina Salazar,SID1921,Psychology
Melanie Lamb,SID1922,Biology
David Gomez,SID1923,Literature
Sonia Cook,SID1924,Economics
Julie Small,SID1925,Economics
Sheri Burnett,SID1926,Economics
Michael Logan,SID1927,Literature
Sarah Lawson,SID1928,Computer Science
Brooke Joseph,SID1929,Psychology
Whitney Li,SID1930,Philosophy
Nicole Johnson,SID1931,Literature
Eric Hernandez,SID1932,Engineering
Krystal Holden,SID1933,Economics
Joshua Houston,SID1934,Art
Mathew Roach,SID1935,Medicine
Daniel Davis,SID1936,Art
Kenneth Barnes,SID1937,Psychology
Annette Barnett,SID1938,Computer Science
Doris Weiss,SID1939,Economics
Natasha Peters,SID1940,Biology
Vanessa Allen,SID1941,History
Loretta Moore,SID1942,Art
Nancy Parker,SID1943,Literature
Lauren Gonzales,SID1944,Computer Science
Karen Lynn,SID1945,Mathematics
Anthony Oconnell,SID1946,Engineering
Eric Orr,SID1947,Physics
Regina Crawford,SID1948,Economics
Erin Andrews,SID1949,History
Amanda Kelley,SID1950,Art
Daniel Salas,SID1951,Medicine
Christine Salinas,SID1952,Economics
Adam Sweeney,SID1953,Computer Science
Matthew Hayes,SID1954,Medicine
Mary Lawrence,SID1955,Medicine
John Simon,SID1956,Art
Latoya Castillo,SID1957,Mathematics
Ellen West,SID1958,Art
Victoria Curry,SID1959,Philosophy
Kyle Parker,SID1960,Medicine
Ryan Martinez,SID1961,Art
Dr. Raymond Gonzales MD,SID1962,Medicine
Edward Swanson,SID1963,Mathematics
Michael Hamilton,SID1964,Literature
Marcus Smith,SID1965,Economics
Jennifer Parker,SID1966,Computer Science
Dennis Shields,SID1967,Literature
Stephanie Maxwell,SID1968,Mathematics
James Nguyen,SID1969,Psychology
Tina Burnett,SID1970,Mathematics
Elizabeth Mejia,SID1971,Art
Jose Boyd,SID1972,Biology
Jonathan Jordan,SID1973,Medicine
Matthew Hart,SID1974,Physics
Harold Figueroa,SID1975,Psychology
Vincent Jensen,SID1976,Computer Science
Mariah Vargas,SID1977,Philosophy
Jose Dennis,SID1978,History
Jessica Russell,SID1979,Computer Science
Jeffrey Welch,SID1980,Engineering
Michael Smith,SID1981,Biology
Rebecca Taylor,SID1982,Computer Science
Julie Anderson,SID1983,Literature
Lisa Mcclain,SID1984,Philosophy
Tracy Tucker,SID1985,Art
Michael Bauer,SID1986,Biology
Shannon Lee,SID1987,Art
Grace Rush,SID1988,Literature
Gina Lopez,SID1989,Mathematics
Edward Long,SID1990,Physics
Brian Merritt,SID1991,Literature
George Bowen,SID1992,Economics
Juan Bowman,SID1993,Mathematics
Erik Atkinson,SID1994,Biology
Andrea Davis,SID1995,Mathematics
Brian Jackson,SID1996,Philosophy
Evelyn King,SID1997,Literature
Stanley Drake,SID1998,Literature
Michele Gonzalez,SID1999,Physics
Christina Robinson,SID2000,Economics
Jeremy Terrell,SID2001,Mathematics
Jessica Delgado,SID2002,Psychology
Crystal Walker,SID2003,Medicine
Brittany Dunn,SID2004,Philosophy
Betty Vincent,SID2005,Art
Peter Morgan,SID2006,Art
Jacob Matthews,SID2007,Literature
Rachel Rice,SID2008,Engineering
David Haney DVM,SID2009,Medicine
Sarah Hardy,SID2010,Literature
Aaron Obrien,SID2011,Biology
James Alvarez,SID2012,Physics
Jane Brown,SID2013,Psychology
Edward Hill,SID2014,Biology
John Small,SID2015,Literature
James Ward,SID2016,Engineering
Michelle Hudson,SID2017,Engineering
Lindsay Reynolds,SID2018,Biology
Olivia Wood,SID2019,Computer Science
Rebecca Wolfe,SID2020,Engineering
Shannon Harris,SID2021,Physics
Peter Ingram,SID2022,Psychology
Natalie Goodman,SID2023,Biology
Kurt Gibson,SID2024,Economics
Daniel Peters,SID2025,Philosophy
Jamie Reyes,SID2026,Philosophy
Amy Rasmussen,SID2027,Literature
Stacey Wright,SID2028,Psychology
Michelle Estrada,SID2029,Physics
Douglas Fischer,SID2030,Art
Robert Andrews,SID2031,Economics
Wanda Jensen,SID2032,Engineering
Zachary Barton,SID2033,Biology
Kayla Forbes,SID2034,Economics
Thomas Brown,SID2035,Engineering
Todd Martin,SID2036,Medicine
Daniel Winters DDS,SID2037,Engineering
Travis Kemp,SID2038,Physics
James Smith,SID2039,Philosophy
Heather Brown,SID2040,Physics
Laura Rodriguez,SID2041,Mathematics
David Nelson,SID2042,Mathematics
Anthony Young,SID2043,Computer Science
Daniel Dominguez,SID2044,Computer Science
Kimberly Jordan,SID2045,Literature
Todd Walker MD,SID2046,History
Stacy Black,SID2047,History
Cynthia Chapman,SID2048,Physics
Sarah Wright,SID2049,Mathematics
Mary Williams,SID2050,Philosophy
Michael Patterson,SID2051,Mathematics
Robert Gomez,SID2052,Computer Science
Melanie Mcclain,SID2053,Engineering
Kelli Jones,SID2054,Philosophy
Matthew Woods,SID2055,Philosophy
Amanda Kim,SID2056,History
Robert Klein,SID2057,Computer Science
Lisa Figueroa,SID2058,Computer Science
Marie Miles,SID2059,Philosophy
Sherry Jackson,SID2060,Physics
Amanda Peck,SID2061,Art
Scott Cannon,SID2062,Medicine
William Harper,SID2063,Mathematics
Joshua Padilla,SID2064,Art
Lisa Shepherd,SID2065,Engineering
Lisa Cook,SID2066,Literature
Ashley Brandt,SID2067,Philosophy
Kathleen Smith,SID2068,Literature
Kathleen Thomas,SID2069,Biology
Michael Hernandez,SID2070,Medicine
Randy Williams,SID2071,History
Matthew Oneill,SID2072,Art
Paul Walker,SID2073,Mathematics
Tanner Moore,SID2074,Physics
Amanda Moore,SID2075,Art
Matthew Reed,SID2076,Engineering
Alejandro Cruz,SID2077,Philosophy
Mary Leon,SID2078,Psychology
Paul Myers,SID2079,Physics
Terry Lee,SID2080,Psychology
Paul Daniels,SID2081,Mathematics
Jenna Fitzgerald,SID2082,Computer Science
Paul Hurley,SID2083,Physics
Lisa Garcia,SID2084,Economics
Thomas Snyder,SID2085,Engineering
Randy Williams,SID2086,Art
Ann Bradshaw,SID2087,Philosophy
Tonya Pittman,SID2088,Art
Nicole Hall,SID2089,Art
Edwin Stevenson,SID2090,Computer Science
Andrew Patterson,SID2091,Art
Kenneth Davis,SID2092,Computer Science
Carolyn Smith,SID2093,Medicine
Kendra Burch,SID2094,Art
Mary Rangel,SID2095,Computer Science
Mark Walker,SID2096,Biology
Alyssa Rollins,SID2097,Philosophy
Roberta Joyce,SID2098,Literature
Cathy Fernandez,SID2099,Psychology
Jennifer Mcdonald,SID2100,Literature
Jennifer Joseph,SID2101,Medicine
Dustin Burns,SID2102,Physics
Sabrina Mitchell,SID2103,Philosophy
Amanda Hoffman,SID2104,Computer Science
Melissa Brown,SID2105,Psychology
Dawn Sanchez,SID2106,Philosophy
Patrick Holt,SID2107,Art
Kelly Howell,SID2108,Economics
Angelica Kim,SID2109,Biology
Cassandra Brown,SID2110,Biology
Courtney Stark,SID2111,Psychology
Kimberly Bowen,SID2112,Medicine
Christine Dunn,SID2113,Physics
Tiffany Brock,SID2114,History
Sandra Santiago,SID2115,Philosophy
Keith Mccoy,SID2116,Computer Science
Christopher Moore,SID2117,Engineering
Alexander Rhodes,SID2118,Medicine
Richard Simon,SID2119,Art
Jerry Edwards,SID2120,Biology
Laura Davis,SID2121,Computer Science
Charles Long,SID2122,Philosophy
Maurice Griffin,SID2123,Physics
Jose Boyer,SID2124,Computer Science
Ricky Walker,SID2125,Psychology
Heather Mercado,SID2126,Mathematics
Michael Nelson,SID2127,Biology
Andrea Wilson,SID2128,Literature
Sean Casey MD,SID2129,Literature
Ryan Cox,SID2130,Psychology
Manuel Glover,SID2131,Psychology
Heather George,SID2132,Engineering
Christopher Fry,SID2133,Physics
Daniel Ray,SID2134,Physics
John Decker,SID2135,History
Tara Snow,SID2136,Psychology
Dylan Allen,SID2137,Mathematics
Amy Price,SID2138,History
Patrick Kramer,SID2139,Physics
Kendra Adams,SID2140,Art
Kimberly Costa,SID2141,Engineering
Victoria Perry,SID2142,Literature
Stephanie Baker,SID2143,Engineering
Christopher Mills,SID2144,Biology
Kristin Hays,SID2145,Biology
Natalie Bradley,SID2146,Psychology
Michael Johnson,SID2147,Philosophy
David Cobb,SID2148,Medicine
Steven Hendricks,SID2149,Medicine
Michael Deleon,SID2150,Computer Science
Barbara Smith,SID2151,Economics
Jessica Jackson MD,SID2152,Physics
Kristen Sawyer,SID2153,Art
Crystal Brewer,SID2154,Medicine
Julie Williams,SID2155,Mathematics
Adam Moyer,SID2156,Literature
Brandy Cooper,SID2157,Literature
Zoe Lee,SID2158,Mathematics
Jacob Brown,SID2159,Engineering
Carolyn Richardson,SID2160,Biology
Matthew Ibarra,SID2161,Psychology
Tammy Haney,SID2162,Biology
Charles Matthews,SID2163,Engineering
Jonathan Green,SID2164,History
Andrew Montgomery,SID2165,Literature
Timothy Mejia,SID2166,Engineering
David Garcia,SID2167,Biology
John Johnson,SID2168,Computer Science
Rachel Osborne,SID2169,Literature
Jared Simmons,SID2170,Psychology
Mrs. Andrea Morrison,SID2171,Engineering
Jennifer Thomas,SID2172,Psychology
Matthew Daniels,SID2173,Psychology
John Jenkins,SID2174,Psychology
Kimberly Patterson,SID2175,Philosophy
Jessica Elliott,SID2176,History
Mark Stevenson,SID2177,Engineering
Casey Kennedy,SID2178,Psychology
Yvonne Fowler,SID2179,Philosophy
Cassidy Davis,SID2180,Philosophy
Evelyn Miller,SID2181,Philosophy
Marcus Carter,SID2182,Biology
Erika Brown,SID2183,Computer Science
Samuel Williams,SID2184,Art
Christopher Allen,SID2185,Art
Samantha Stevens,SID2186,Engineering
Adam Mitchell,SID2187,Engineering
Sharon Brown,SID2188,Economics
Sarah Aguilar,SID2189,Biology
Richard Marsh,SID2190,Literature
Michael Lara,SID2191,Economics
Shannon Taylor,SID2192,Engineering
Robert Graves,SID2193,History
Joseph Avery,SID2194,History
Kayla Dominguez,SID2195,Physics
Jared Gonzalez,SID2196,Mathematics
Sandra Oneal,SID2197,Economics
Dylan Jones,SID2198,History
Mark Flores,SID2199,Computer Science
Bryan Ward,SID2200,Art
Edward Gray,SID2201,Physics
Victoria Nelson,SID2202,Biology
Terri Smith,SID2203,Engineering
Pamela Simmons,SID2204,Physics
Jeffrey Lane,SID2205,Mathematics
Edward Fisher,SID2206,Literature
Jeffery Watson,SID2207,Psychology
Mark Frost,SID2208,Literature
Helen Brown,SID2209,Literature
Anthony Fields,SID2210,History
Theresa Mcclain,SID2211,Mathematics
Erica Taylor,SID2212,Mathematics
Mary Orr,SID2213,Engineering
Sylvia Booker,SID2214,Art
Erika Campbell,SID2215,History
Dawn Pacheco,SID2216,Economics
Michelle Campbell,SID2217,Art
Michael Pitts MD,SID2218,Medicine
Christopher Nichols,SID2219,Physics
Brian Jackson,SID2220,Philosophy
Lisa Fisher,SID2221,Philosophy
Joshua Bass,SID2222,Mathematics
Heather Warren,SID2223,Philosophy
Stacy Miller,SID2224,Philosophy
Frank Clark,SID2225,Literature
Diane Barry,SID2226,Mathematics
Katie Baker,SID2227,Biology
Christina Martinez,SID2228,Mathematics
Joe Ruiz,SID2229,Literature
John Nelson,SID2230,Literature
Katrina Caldwell,SID2231,Engineering
Alicia Howell,SID2232,Philosophy
Jennifer Whitehead,SID2233,Psychology
Sandra Scott,SID2234,Psychology
James Moore,SID2235,Art
Mariah Horton,SID2236,Engineering
Kim Moore MD,SID2237,Biology
Lisa Johnson,SID2238,Mathematics
Emily Newman,SID2239,History
Melissa Hernandez,SID2240,Computer Science
Anita Conley,SID2241,Psychology
Rachael Richardson,SID2242,Physics
Sheri Miller,SID2243,Philosophy
Ricky Gray,SID2244,Literature
Robert Smith,SID2245,Mathematics
Tiffany Young,SID2246,Physics
David Herrera,SID2247,Physics
Jason Lin,SID2248,Economics
Isaac George,SID2249,Engineering
Terri Mcfarland,SID2250,Art
Lee Stevenson,SID2251,Literature
Johnny James,SID2252,Literature
Heather Morris,SID2253,Engineering
Charles Tate,SID2254,Engineering
Allison Carter,SID2255,Biology
Caleb Perkins,SID2256,Computer Science
Samantha Baker,SID2257,History
Julie Williams,SID2258,Mathematics
Jessica Stanley,SID2259,Art
Andrew Stanley,SID2260,Philosophy
Jordan Washington,SID2261,Literature
Matthew Alvarez,SID2262,Computer Science
Brian Kerr,SID2263,Literature
Rachel Galvan,SID2264,Physics
Kimberly Grant,SID2265,Art
Kyle Alvarez,SID2266,Philosophy
Robert Richard,SID2267,Art
Kaitlin Nicholson,SID2268,Economics
Francisco Sutton,SID2269,Economics
Tina Fitzgerald,SID2270,Philosophy
Henry Hayden,SID2271,Computer Science
Jason Huff,SID2272,History
David Norris,SID2273,Economics
Jamie King,SID2274,Economics
Curtis Shelton,SID2275,Art
Elizabeth Morgan,SID2276,Economics
Mark Thornton,SID2277,History
Crystal Johnson,SID2278,Literature
Kenneth Potter,SID2279,Literature
Gabriel Stanley,SID2280,Psychology
Joseph Shepherd,SID2281,Mathematics
Kyle Ochoa,SID2282,History
Brenda Cline,SID2283,Art
Jon Hawkins,SID2284,Literature
Kenneth Wolf,SID2285,Psychology
Victoria Jones,SID2286,Biology
Gina Mullen,SID2287,Engineering
Bridget Beltran,SID2288,Physics
Nicholas Franco,SID2289,Mathematics
Maria Mosley,SID2290,Engineering
John Beasley,SID2291,Medicine
Sergio Dorsey,SID2292,Biology
Alexandria Myers,SID2293,Medicine
Belinda Washington,SID2294,Psychology
Hannah Khan,SID2295,Engineering
Andrea Coffey,SID2296,Economics
Chelsea Freeman,SID2297,Physics
Carla Conner,SID2298,Mathematics
Cassie Meyer,SID2299,Physics
Donna White,SID2300,Physics
Justin Williams,SID2301,Art
Michael Marsh,SID2302,Biology
April Nichols,SID2303,Physics
Justin Johnson,SID2304,Physics
Chloe Giles,SID2305,Biology
Christopher Cochran,SID2306,Psychology
Crystal Garcia,SID2307,Physics
Paul Campbell,SID2308,Mathematics
Rhonda Green,SID2309,Literature
Christopher Walker,SID2310,Art
Lisa Jones,SID2311,History
Peggy Barton,SID2312,Literature
Tammy Payne,SID2313,Economics
Corey Green,SID2314,Philosophy
Dana Hurst,SID2315,Biology
Melissa Smith,SID2316,History
James Gallegos,SID2317,Engineering
Rachel Stevens,SID2318,History
Reginald Haynes,SID2319,Psychology
Julia Soto,SID2320,History
Ronald Williams,SID2321,Biology
Jasmine White,SID2322,History
Kimberly Wright,SID2323,Biology
Richard Rivas,SID2324,Engineering
Debbie Ford,SID2325,Engineering
Madeline Butler,SID2326,Mathematics
Michelle Powell,SID2327,Art
Donald Castro,SID2328,Psychology
Audrey Miller,SID2329,Art
Ms. Natasha Cortez MD,SID2330,Computer Science
Dorothy Odom,SID2331,Philosophy
Ashley Simpson,SID2332,Engineering
Mrs. Lauren Barnes,SID2333,Medicine
Alexander Williamson,SID2334,Philosophy
Jordan Morrow,SID2335,Economics
Jay Phillips,SID2336,History
Daniel Ray,SID2337,Physics
Brandon Mills,SID2338,Art
Jenny Roberts,SID2339,Philosophy
Donna Bush,SID2340,Computer Science
Christian Castillo,SID2341,Physics
Megan Smith,SID2342,Medicine
Sara Preston,SID2343,Mathematics
Dana Mayer,SID2344,Art
Valerie Walters,SID2345,Philosophy
Elizabeth Flores,SID2346,Computer Science
Daniel Bryant,SID2347,History
Amanda Carpenter,SID2348,Art
Charles Potts,SID2349,Art
Jocelyn Haynes,SID2350,Biology
Keith Turner,SID2351,Literature
Richard Moore,SID2352,Medicine
Lisa Compton,SID2353,Economics
Meghan Douglas,SID2354,Psychology
Michael Miller,SID2355,Mathematics
Sara Thomas,SID2356,Literature
Matthew Matthews,SID2357,Art
Erin Gomez,SID2358,Physics
Megan Pierce,SID2359,Mathematics
Anthony Carroll,SID2360,Psychology
Rachel Terry,SID2361,Physics
April Thornton,SID2362,Economics
Charles Smith,SID2363,Philosophy
Jessica Barber,SID2364,Medicine
Brian Robertson,SID2365,Psychology
Elizabeth Green,SID2366,Psychology
John Dixon,SID2367,History
Nathaniel Schmitt,SID2368,Economics
Crystal Sweeney,SID2369,Engineering
Christopher Benjamin,SID2370,Engineering
Nicole Wolf,SID2371,Philosophy
Renee Anderson,SID2372,Art
Gabriella Baker,SID2373,Engineering
Danny Peters,SID2374,Psychology
Krystal Garrison,SID2375,Biology
James Carter,SID2376,Engineering
Alexander Werner,SID2377,Art
Thomas Stuart,SID2378,Literature
Michelle Rodriguez,SID2379,Psychology
Briana Mitchell,SID2380,Mathematics
Mark Anderson,SID2381,Art
Darrell Jones,SID2382,Literature
Tyler Smith,SID2383,Economics
Leroy Gomez,SID2384,Computer Science
Ronald Wise,SID2385,Physics
Patrick Sanchez,SID2386,Mathematics
Vanessa Silva,SID2387,Computer Science
Laurie Carpenter,SID2388,Biology
Emily Davenport,SID2389,Medicine
Jillian Long,SID2390,Philosophy
Meghan Richardson,SID2391,History
Meghan Gomez,SID2392,Economics
Dr. Carol Ramirez MD,SID2393,History
Daniel Hicks,SID2394,Mathematics
